POS,frequency of heterozygosity,total reads,coverage,,
141921,184,1290,0.142635659,,
211126,184,1071,0.171802054,,
222073,184,1238,0.148626817,,
222082,184,1165,0.157939914,,
251630,184,1268,0.14511041,,
269772,184,1266,0.145339652,,
274809,184,1090,0.168807339,,
307571,184,1054,0.174573055,,
352682,184,1378,0.133526851,,
370783,184,1264,0.14556962,,
374501,184,1129,0.162976085,,
385579,184,1371,0.134208607,,
385790,184,1122,0.16399287,,
406667,184,1085,0.169585253,,
573672,184,996,0.184738956,,
596770,184,1382,0.133140376,,
611625,184,1167,0.157669237,,
618474,184,1259,0.146147736,,
635301,184,1217,0.151191454,,
642326,184,1263,0.145684877,,
667337,184,1159,0.15875755,,
682093,184,1339,0.137415982,,
700598,184,1132,0.16254417,,
747029,184,1073,0.171481827,,
764691,184,1175,0.156595745,,
773757,184,1051,0.175071361,,
775671,184,1791,0.102735902,,
792334,184,1238,0.148626817,,
914455,184,1119,0.164432529,,
930526,184,1094,0.168190128,,
949789,184,1141,0.161262051,,
977767,184,1073,0.171481827,,
979492,184,1242,0.148148148,,
1054225,184,963,0.191069574,,
1150691,184,1324,0.13897281,,
1252116,184,1456,0.126373626,,
1281084,184,1133,0.162400706,,
1340741,184,1142,0.161120841,,
1402760,184,1238,0.148626817,,
1443643,184,1464,0.12568306,,
1443836,184,1161,0.158484065,,
1468381,184,1290,0.142635659,,
1497793,184,1330,0.138345865,,
1504290,184,1300,0.141538462,,
80612,185,1259,0.146942017,,
103480,185,1517,0.12195122,,
137351,185,1118,0.165474061,,
138088,185,1215,0.152263374,,
273171,185,1172,0.157849829,,
279037,185,1053,0.175688509,,
292428,185,1454,0.127235213,,
298304,185,1333,0.138784696,,
310132,185,932,0.198497854,,
350405,185,1034,0.178916828,,
387157,185,1279,0.144644253,,
512553,185,1129,0.163861825,,
565317,185,1104,0.167572464,,
698272,185,1358,0.13622975,,
713009,185,1228,0.150651466,,
765398,185,1527,0.121152587,,
768037,185,1279,0.144644253,,
775744,185,1770,0.104519774,,
808521,185,999,0.185185185,,
814586,185,1205,0.153526971,,
835091,185,1051,0.176022835,,
847680,185,1099,0.16833485,,
918606,185,1076,0.171933086,,
935575,185,1311,0.141113654,,
941435,185,1224,0.151143791,,
943632,185,1194,0.154941374,,
955099,185,1096,0.16879562,,
1156180,185,1142,0.161996497,,
1250566,185,1320,0.140151515,,
1255457,185,1207,0.153272577,,
1256876,185,1177,0.157179269,,
1295451,185,1115,0.165919283,,
1323759,185,1082,0.170979667,,
1325603,185,1195,0.154811715,,
1425361,185,1147,0.161290323,,
1428055,185,1176,0.157312925,,
1430406,185,1051,0.176022835,,
1445462,185,1443,0.128205128,,
1468372,185,1289,0.14352211,,
1493255,185,1563,0.118362124,,
1507780,185,1195,0.154811715,,
1515420,185,1218,0.151888342,,
24841,186,1266,0.146919431,,
28798,186,1248,0.149038462,,
42504,186,1503,0.123752495,,
61190,186,1220,0.152459016,,
63545,186,1041,0.178674352,,
64375,186,1106,0.168173599,,
158918,186,1190,0.156302521,,
171817,186,1145,0.162445415,,
194317,186,1165,0.159656652,,
211978,186,1106,0.168173599,,
236604,186,1326,0.140271493,,
237186,186,1135,0.163876652,,
251534,186,1423,0.130709768,,
275205,186,1168,0.159246575,,
280298,186,1030,0.180582524,,
301333,186,1301,0.142966949,,
333019,186,1031,0.180407371,,
333169,186,1116,0.166666667,,
350462,186,1039,0.179018287,,
350645,186,1095,0.169863014,,
361162,186,1147,0.162162162,,
363624,186,1211,0.153592073,,
366464,186,1142,0.162872154,,
367442,186,1114,0.166965889,,
417206,186,1166,0.159519726,,
470580,186,1486,0.125168237,,
565468,186,1107,0.16802168,,
567364,186,1466,0.126875853,,
573928,186,1281,0.145199063,,
642698,186,1154,0.16117851,,
661358,186,1178,0.157894737,,
673495,186,1431,0.129979036,,
675790,186,1191,0.156171285,,
703359,186,1342,0.138599106,,
713084,186,1049,0.177311725,,
725461,186,1224,0.151960784,,
743850,186,1226,0.151712887,,
778775,186,1120,0.166071429,,
781421,186,1139,0.163301141,,
795893,186,1039,0.179018287,,
830121,186,1167,0.159383033,,
998821,186,1142,0.162872154,,
1067784,186,1124,0.165480427,,
1149488,186,1134,0.164021164,,
1174722,186,1247,0.149157979,,
1242169,186,1292,0.143962848,,
1242178,186,1272,0.146226415,,
1252635,186,1132,0.164310954,,
1256476,186,1139,0.163301141,,
1288090,186,1369,0.135865595,,
1318922,186,1139,0.163301141,,
1403669,186,1215,0.15308642,,
1447296,186,1104,0.168478261,,
1458332,186,1122,0.165775401,,
1468406,186,1194,0.155778894,,
1470381,186,1197,0.155388471,,
1489546,186,1068,0.174157303,,
1501453,186,1179,0.157760814,,
1507893,186,1179,0.157760814,,
63216,187,1227,0.152404238,,
76036,187,1334,0.14017991,,
104780,187,1150,0.162608696,,
158749,187,1180,0.158474576,,
174546,187,1017,0.18387414,,
212682,187,912,0.20504386,,
222741,187,1032,0.18120155,,
244138,187,1178,0.158743633,,
301033,187,1289,0.145073701,,
345360,187,1286,0.145412131,,
368193,187,1259,0.14853058,,
374879,187,1065,0.175586854,,
415089,187,1446,0.129322268,,
441465,187,1235,0.151417004,,
563218,187,1124,0.166370107,,
575774,187,1104,0.169384058,,
591077,187,1162,0.160929432,,
601683,187,1122,0.166666667,,
642752,187,1317,0.14198937,,
658478,187,1197,0.156223893,,
682121,187,1247,0.149959904,,
686038,187,1195,0.156485356,,
698270,187,1391,0.134435658,,
709686,187,1105,0.169230769,,
722776,187,1265,0.147826087,,
730085,187,1279,0.146207975,,
761921,187,1024,0.182617188,,
778721,187,1186,0.15767285,,
780987,187,1187,0.157540017,,
834899,187,1169,0.159965783,,
935734,187,1198,0.156093489,,
955620,187,1179,0.158608991,,
994007,187,1302,0.143625192,,
1007834,187,1292,0.144736842,,
1008896,187,1584,0.118055556,,
1010069,187,1507,0.124087591,,
1055277,187,1107,0.168925023,,
1206187,187,1194,0.156616415,,
1255467,187,1176,0.159013605,,
1292344,187,1317,0.14198937,,
1305532,187,1286,0.145412131,,
1340653,187,1209,0.154673284,,
1361031,187,1432,0.130586592,,
1414676,187,1150,0.162608696,,
1414832,187,1034,0.180851064,,
1447149,187,1261,0.148295004,,
1458347,187,1126,0.1660746,,
1510368,187,1234,0.151539708,,
33135,188,1149,0.16362054,,
55345,188,1237,0.151980598,,
103478,188,1522,0.123521682,,
115035,188,1066,0.176360225,,
205771,188,1013,0.185587364,,
240232,188,1176,0.159863946,,
269891,188,1069,0.175865295,,
281213,188,1272,0.147798742,,
285236,188,1174,0.160136286,,
376537,188,987,0.19047619,,
381268,188,1179,0.159457167,,
422276,188,1186,0.15851602,,
426944,188,1446,0.130013831,,
451441,188,1147,0.163905841,,
565313,188,1115,0.168609865,,
578319,188,1113,0.168912848,,
624969,188,1202,0.15640599,,
643436,188,1421,0.132301196,,
652594,188,1020,0.184313725,,
675634,188,1095,0.171689498,,
687589,188,1227,0.153219234,,
693982,188,1145,0.16419214,,
694503,188,986,0.190669371,,
845568,188,1127,0.166814552,,
847966,188,1200,0.156666667,,
912494,188,1121,0.167707404,,
935963,188,1266,0.14849921,,
946560,188,1339,0.140403286,,
966228,188,1245,0.151004016,,
1150776,188,1334,0.140929535,,
1252564,188,1195,0.157322176,,
1257339,188,1128,0.166666667,,
1259604,188,1254,0.149920255,,
1267740,188,1323,0.142101285,,
1316682,188,1061,0.177191329,,
1317887,188,1206,0.155887231,,
1317903,188,1242,0.15136876,,
1340742,188,1182,0.159052453,,
1343581,188,1151,0.163336229,,
1389010,188,1249,0.150520416,,
1391636,188,1200,0.156666667,,
1450894,188,1517,0.123928807,,
1458423,188,1087,0.172953082,,
1504388,188,1034,0.181818182,,
1521081,188,1418,0.1325811,,
17421,189,1273,0.148468185,,
20223,189,1336,0.141467066,,
78578,189,1375,0.137454545,,
96121,189,1158,0.163212435,,
98507,189,1167,0.161953728,,
103656,189,1263,0.149643705,,
123439,189,1222,0.154664484,,
139426,189,1124,0.168149466,,
159143,189,1188,0.159090909,,
217387,189,1249,0.151321057,,
269350,189,1289,0.146625291,,
291309,189,1084,0.174354244,,
328936,189,1180,0.160169492,,
340874,189,1226,0.154159869,,
349066,189,1099,0.171974522,,
358643,189,1186,0.159359191,,
361098,189,1247,0.151563753,,
361390,189,1225,0.154285714,,
416574,189,1110,0.17027027,,
432487,189,1106,0.170886076,,
568816,189,1292,0.14628483,,
655011,189,1087,0.173873045,,
687427,189,1219,0.155045119,,
695576,189,1248,0.151442308,,
806514,189,1125,0.168,,
815721,189,1308,0.144495413,,
840549,189,1203,0.157107232,,
949825,189,1308,0.144495413,,
1010124,189,1532,0.123368146,,
1089460,189,1373,0.137654771,,
1147847,189,1133,0.166813769,,
1181379,189,1337,0.141361257,,
1246923,189,1478,0.127875507,,
1247397,189,1175,0.160851064,,
1292261,189,1355,0.139483395,,
1305778,189,1170,0.161538462,,
1306911,189,1415,0.133568905,,
1309772,189,1111,0.170117012,,
1323848,189,1194,0.158291457,,
1402695,189,1303,0.145049885,,
1416927,189,1280,0.14765625,,
1429122,189,1238,0.15266559,,
1447558,189,1135,0.166519824,,
1502377,189,1226,0.154159869,,
1503693,189,1095,0.17260274,,
91837,190,1286,0.147744946,,
106320,190,1028,0.184824903,,
130729,190,1482,0.128205128,,
143902,190,1456,0.130494505,,
200994,190,1152,0.164930556,,
291351,190,1200,0.158333333,,
371461,190,1131,0.167992927,,
386613,190,1318,0.144157815,,
425036,190,1269,0.149724192,,
433099,190,1172,0.162116041,,
455506,190,1157,0.164217805,,
462088,190,1223,0.155355683,,
565705,190,1209,0.157154673,,
582132,190,1203,0.157938487,,
589875,190,1272,0.149371069,,
591129,190,1263,0.150435471,,
619185,190,1233,0.154095702,,
634866,190,1141,0.166520596,,
667027,190,1237,0.153597413,,
694473,190,1145,0.165938865,,
695620,190,1223,0.155355683,,
701178,190,1402,0.135520685,,
713011,190,1241,0.153102337,,
777524,190,1501,0.126582278,,
779161,190,1042,0.182341651,,
834320,190,1312,0.144817073,,
849849,190,1203,0.157938487,,
933397,190,1386,0.137085137,,
973974,190,1082,0.175600739,,
980934,190,1257,0.15115354,,
1059399,190,1380,0.137681159,,
1257279,190,1144,0.166083916,,
1270566,190,1026,0.185185185,,
1303572,190,1203,0.157938487,,
1402714,190,1306,0.145482389,,
1451166,190,1215,0.156378601,,
1487491,190,1372,0.138483965,,
1496691,190,1216,0.15625,,
20896,191,1302,0.146697389,,
211933,191,1010,0.189108911,,
227375,191,1132,0.168727915,,
259889,191,1193,0.160100587,,
269283,191,1421,0.134412386,,
269406,191,1328,0.143825301,,
281474,191,1080,0.176851852,,
330288,191,1301,0.146810146,,
340208,191,1197,0.159565581,,
358243,191,1246,0.15329053,,
371204,191,1108,0.172382671,,
429762,191,1208,0.158112583,,
504527,191,1049,0.18207817,,
628602,191,1078,0.177179963,,
639649,191,1159,0.164797239,,
660681,191,1144,0.166958042,,
687746,191,1139,0.167690957,,
690267,191,1107,0.172538392,,
690684,191,1461,0.130732375,,
770297,191,1403,0.13613685,,
778709,191,1251,0.152677858,,
778722,191,1220,0.156557377,,
806142,191,1419,0.134601832,,
814114,191,1290,0.148062016,,
837275,191,1166,0.16380789,,
958762,191,1352,0.141272189,,
1009914,191,1281,0.149102264,,
1295582,191,1403,0.13613685,,
1319347,191,1191,0.160369437,,
1320985,191,1177,0.162276975,,
1429971,191,1257,0.151949085,,
1447282,191,1190,0.160504202,,
1452222,191,1107,0.172538392,,
1503593,191,1194,0.159966499,,
1506853,191,1056,0.180871212,,
64839,192,1200,0.16,,
94648,192,1410,0.136170213,,
132148,192,1077,0.178272981,,
159078,192,1191,0.161209068,,
180309,192,1364,0.140762463,,
261099,192,1238,0.155088853,,
354974,192,1178,0.162988115,,
385898,192,1009,0.190287413,,
386121,192,1055,0.181990521,,
386445,192,1030,0.186407767,,
387149,192,1320,0.145454545,,
403830,192,1302,0.147465438,,
420270,192,1281,0.149882904,,
443786,192,1217,0.157764996,,
453755,192,1224,0.156862745,,
456394,192,1102,0.174228675,,
567474,192,1174,0.163543441,,
681935,192,1527,0.125736739,,
687424,192,1214,0.15815486,,
690503,192,1245,0.154216867,,
716654,192,1413,0.135881104,,
763007,192,1041,0.18443804,,
808649,192,1157,0.165946413,,
833173,192,1191,0.161209068,,
957741,192,1579,0.121595947,,
976174,192,1139,0.16856892,,
1003798,192,1449,0.132505176,,
1172908,192,1424,0.134831461,,
1174282,192,1267,0.151539069,,
1300956,192,1316,0.145896657,,
1306979,192,1072,0.179104478,,
1319513,192,1132,0.169611307,,
63653,193,1117,0.172784244,,
122724,193,1149,0.16797215,,
198685,193,1324,0.145770393,,
200331,193,1071,0.180205415,,
269895,193,1121,0.172167707,,
281804,193,1383,0.139551699,,
330635,193,1236,0.156148867,,
335956,193,1204,0.160299003,,
348204,193,1145,0.168558952,,
357632,193,1220,0.158196721,,
372385,193,1277,0.151135474,,
386946,193,1163,0.165950129,,
433160,193,1173,0.164535379,,
456463,193,1303,0.148119724,,
471261,193,1325,0.145660377,,
546537,193,1103,0.174977335,,
603899,193,1338,0.144245142,,
694457,193,1272,0.15172956,,
725095,193,1343,0.143708116,,
750729,193,1394,0.138450502,,
971728,193,1304,0.148006135,,
1003824,193,1473,0.131025119,,
1053796,193,1202,0.160565724,,
1156234,193,1281,0.150663544,,
1252516,193,1184,0.163006757,,
1323868,193,1183,0.163144548,,
1330650,193,1244,0.155144695,,
1342433,193,1241,0.155519742,,
1401283,193,1269,0.152088258,,
1418662,193,1306,0.147779479,,
1447231,193,1282,0.150546022,,
1493260,193,1592,0.121231156,,
1502106,193,1052,0.183460076,,
1518137,193,1359,0.142016188,,
1521084,193,1442,0.133841886,,
17411,194,1318,0.147192716,,
103456,194,1676,0.11575179,,
112236,194,1181,0.16426757,,
141245,194,1325,0.146415094,,
204319,194,1265,0.153359684,,
229828,194,1252,0.154952077,,
341261,194,1361,0.142542248,,
385989,194,1016,0.190944882,,
386441,194,1029,0.188532556,,
386947,194,1167,0.166238218,,
423118,194,1160,0.167241379,,
505778,194,1385,0.140072202,,
590885,194,1389,0.139668826,,
594035,194,1075,0.180465116,,
690751,194,1257,0.15433572,,
700210,194,1322,0.146747352,,
746556,194,1262,0.153724247,,
762896,194,1235,0.15708502,,
770309,194,1427,0.135949544,,
790177,194,1450,0.133793103,,
821010,194,1488,0.130376344,,
840598,194,1415,0.137102473,,
960220,194,1561,0.124279308,,
1055412,194,1230,0.157723577,,
1056128,194,1251,0.155075939,,
1267782,194,1369,0.141709277,,
1274423,194,1323,0.146636432,,
1301095,194,1613,0.120272784,,
1443800,194,1318,0.147192716,,
1459669,194,1274,0.152276295,,
1490594,194,1083,0.179132041,,
20081,195,1385,0.140794224,,
64832,195,1262,0.15451664,,
103454,195,1655,0.117824773,,
132259,195,1168,0.166952055,,
163896,195,1191,0.16372796,,
163902,195,1180,0.165254237,,
202790,195,1282,0.152106084,,
217557,195,1596,0.122180451,,
280295,195,1101,0.177111717,,
337570,195,1177,0.165675446,,
361695,195,1328,0.146837349,,
386438,195,1014,0.192307692,,
406805,195,1296,0.150462963,,
504812,195,1214,0.16062603,,
504824,195,1232,0.158279221,,
607474,195,983,0.19837233,,
634755,195,1028,0.189688716,,
641285,195,1385,0.140794224,,
677729,195,1246,0.156500803,,
693255,195,1376,0.141715116,,
710715,195,1310,0.148854962,,
714612,195,1260,0.154761905,,
716660,195,1360,0.143382353,,
722940,195,1252,0.155750799,,
792170,195,1483,0.131490223,,
837032,195,1240,0.157258065,,
849796,195,1270,0.153543307,,
957146,195,1196,0.163043478,,
1275729,195,1003,0.19441675,,
1279148,195,1283,0.151987529,,
1307338,195,1344,0.145089286,,
1405995,195,1327,0.146948003,,
1414748,195,1241,0.157131346,,
1447111,195,1227,0.158924205,,
1477116,195,1569,0.124282983,,
1489717,195,1294,0.150695518,,
1501132,195,1373,0.142024763,,
1503587,195,1187,0.164279697,,
46164,196,1309,0.14973262,,
96643,196,1476,0.132791328,,
114279,196,1544,0.126943005,,
194544,196,1132,0.173144876,,
205528,196,1133,0.172992056,,
236619,196,1444,0.135734072,,
251673,196,1369,0.143170197,,
302250,196,1484,0.132075472,,
308241,196,1891,0.103648863,,
321142,196,1239,0.15819209,,
363511,196,1183,0.165680473,,
372212,196,1339,0.146377894,,
418485,196,1444,0.135734072,,
422278,196,1217,0.161051767,,
551387,196,1159,0.169111303,,
566376,196,1299,0.150885296,,
568863,196,1395,0.140501792,,
571737,196,1249,0.15692554,,
699938,196,1298,0.151001541,,
763036,196,1242,0.157809984,,
776715,196,1297,0.151117965,,
912556,196,1407,0.139303483,,
1002467,196,1297,0.151117965,,
1056448,196,1317,0.148823083,,
1143495,196,1185,0.165400844,,
1150828,196,1241,0.157937147,,
1150963,196,1468,0.133514986,,
1477202,196,1398,0.140200286,,
1488682,196,1074,0.182495345,,
17374,197,1311,0.150266972,,
38160,197,1358,0.145066274,,
87227,197,1300,0.151538462,,
131600,197,1200,0.164166667,,
227035,197,1115,0.176681614,,
229843,197,1255,0.156972112,,
236610,197,1397,0.141016464,,
314015,197,1211,0.162675475,,
330653,197,1183,0.166525782,,
333434,197,1124,0.175266904,,
344321,197,1216,0.162006579,,
372358,197,1204,0.163621262,,
372821,197,1354,0.14549483,,
386635,197,1375,0.143272727,,
407050,197,1365,0.144322344,,
431267,197,1132,0.174028269,,
441629,197,1320,0.149242424,,
588381,197,1296,0.152006173,,
729266,197,1166,0.168953688,,
802610,197,1276,0.154388715,,
802627,197,1352,0.145710059,,
806233,197,1305,0.150957854,,
815495,197,1471,0.133922502,,
829452,197,1451,0.135768436,,
924619,197,1359,0.144959529,,
946794,197,1444,0.136426593,,
971787,197,1305,0.150957854,,
1003812,197,1421,0.138634764,,
1009977,197,1380,0.142753623,,
1056116,197,1299,0.151655119,,
1150964,197,1463,0.134654819,,
1318941,197,1208,0.16307947,,
1385049,197,1270,0.15511811,,
1405821,197,1276,0.154388715,,
1465952,197,1177,0.167374681,,
1467545,197,1329,0.148231753,,
1469963,197,1306,0.150842266,,
1471657,197,1372,0.143586006,,
1471854,197,1225,0.160816327,,
1523071,197,1350,0.145925926,,
88760,198,1155,0.171428571,,
130730,198,1507,0.131386861,,
183720,198,1284,0.154205607,,
229868,198,1282,0.154446178,,
231400,198,1223,0.161896975,,
288819,198,1308,0.151376147,,
300204,198,1064,0.186090226,,
381346,198,1147,0.172624237,,
384703,198,1473,0.134419552,,
414277,198,1114,0.177737882,,
421790,198,1521,0.130177515,,
424075,198,1329,0.148984199,,
426951,198,1480,0.133783784,,
579222,198,1442,0.137309293,,
604670,198,1211,0.163501239,,
670771,198,1113,0.177897574,,
680639,198,1131,0.175066313,,
685822,198,1161,0.170542636,,
722772,198,1344,0.147321429,,
767007,198,1116,0.177419355,,
781103,198,1311,0.151029748,,
806174,198,1380,0.143478261,,
926855,198,1169,0.169375535,,
940069,198,1436,0.137883008,,
1305600,198,1451,0.136457615,,
1447378,198,1142,0.173380035,,
1450897,198,1597,0.123982467,,
1465397,198,1223,0.161896975,,
1467544,198,1324,0.149546828,,
1471977,198,1178,0.168081494,,
1500945,198,1340,0.147761194,,
1503023,198,1240,0.159677419,,
67659,199,1502,0.132490013,,
232831,199,1270,0.156692913,,
246448,199,1162,0.171256454,,
279796,199,1191,0.167086482,,
280191,199,1156,0.172145329,,
371085,199,1662,0.119735259,,
378788,199,1546,0.128719276,,
387041,199,1156,0.172145329,,
388841,199,1191,0.167086482,,
416043,199,1363,0.146001467,,
554393,199,1458,0.13648834,,
565653,199,1222,0.162847791,,
634632,199,1078,0.184601113,,
685013,199,1263,0.157561362,,
698417,199,1296,0.153549383,,
700250,199,1201,0.165695254,,
713074,199,1220,0.163114754,,
764690,199,1194,0.166666667,,
770283,199,1463,0.136021873,,
806584,199,1264,0.157436709,,
851071,199,1149,0.173194082,,
934007,199,1510,0.131788079,,
998786,199,1125,0.176888889,,
1181427,199,1423,0.139845397,,
1251752,199,1608,0.123756219,,
1255666,199,1384,0.143786127,,
1340668,199,1214,0.163920923,,
1394087,199,1184,0.168074324,,
1435437,199,1325,0.150188679,,
1447053,199,1198,0.166110184,,
1466217,199,1347,0.147735709,,
1471830,199,1256,0.15843949,,
1502303,199,1405,0.141637011,,
32706,200,1173,0.170502984,,
59034,200,1266,0.157977883,,
101118,200,1292,0.154798762,,
125130,200,1141,0.175284838,,
212251,200,1243,0.160901046,,
222257,200,1442,0.138696255,,
502478,200,1396,0.143266476,,
556545,200,1210,0.165289256,,
563209,200,1219,0.164068909,,
565654,200,1206,0.165837479,,
660788,200,1270,0.157480315,,
666471,200,1317,0.151860289,,
703309,200,1250,0.16,,
722407,200,1228,0.16286645,,
730077,200,1349,0.148257969,,
845136,200,1310,0.152671756,,
1001617,200,1272,0.157232704,,
1005656,200,1439,0.138985407,,
1055184,200,1330,0.15037594,,
1156406,200,1179,0.169635284,,
1189652,200,1390,0.143884892,,
1254312,200,1294,0.154559505,,
1294365,200,1013,0.197433366,,
1318943,200,1236,0.161812298,,
1319047,200,1329,0.15048909,,
1364750,200,1385,0.144404332,,
1503206,200,1325,0.150943396,,
24553,201,1151,0.174630756,,
42278,201,1220,0.164754098,,
161006,201,1327,0.15146948,,
161007,201,1332,0.150900901,,
281207,201,1366,0.147144949,,
376457,201,1386,0.145021645,,
405143,201,1335,0.150561798,,
455014,201,1300,0.154615385,,
455545,201,1235,0.162753036,,
505795,201,1474,0.136363636,,
546556,201,1243,0.161705551,,
591021,201,1327,0.15146948,,
601830,201,1167,0.172236504,,
609905,201,1258,0.159777424,,
681918,201,1627,0.123540258,,
687745,201,1175,0.17106383,,
778694,201,1337,0.150336574,,
926869,201,1249,0.160928743,,
1156050,201,1185,0.169620253,,
1172914,201,1432,0.140363128,,
1221481,201,1269,0.158392435,,
1256608,201,1195,0.168200837,,
1267101,201,1197,0.167919799,,
1278613,201,1226,0.163947798,,
1289195,201,1733,0.115983843,,
1404946,201,1139,0.176470588,,
1409794,201,1127,0.178349601,,
1501840,201,1206,0.166666667,,
1524542,201,1178,0.170628183,,
64834,202,1310,0.154198473,,
83327,202,1293,0.156225831,,
90061,202,1498,0.134846462,,
114144,202,1252,0.161341853,,
141469,202,1252,0.161341853,,
159114,202,1341,0.150633855,,
190497,202,1237,0.163298302,,
212267,202,1287,0.156954157,,
279031,202,1082,0.186691312,,
285051,202,1224,0.16503268,,
345209,202,1279,0.157935887,,
361711,202,1426,0.141654979,,
378171,202,1258,0.160572337,,
382655,202,1144,0.176573427,,
408466,202,1249,0.161729384,,
422280,202,1294,0.1561051,,
432463,202,1193,0.169321039,,
435990,202,1384,0.145953757,,
469779,202,1332,0.151651652,,
545317,202,1434,0.140864714,,
643929,202,1464,0.137978142,,
687830,202,1357,0.148857775,,
709611,202,1159,0.174288179,,
807529,202,1363,0.148202494,,
1156790,202,1314,0.153729072,,
1254372,202,1379,0.146482959,,
1295031,202,1276,0.15830721,,
1344347,202,1170,0.172649573,,
1406566,202,1348,0.149851632,,
46608,203,1251,0.162270184,,
101326,203,1284,0.158099688,,
103829,203,1345,0.150929368,,
104854,203,1655,0.12265861,,
112122,203,1325,0.153207547,,
112233,203,1252,0.162140575,,
373723,203,1327,0.152976639,,
453908,203,1328,0.152861446,,
521623,203,1410,0.143971631,,
567321,203,1456,0.139423077,,
570860,203,1181,0.17188823,,
575534,203,1161,0.174849268,,
619621,203,1220,0.166393443,,
624163,203,1226,0.165579119,,
643715,203,1260,0.161111111,,
681734,203,1359,0.14937454,,
716641,203,1500,0.135333333,,
802620,203,1394,0.145624103,,
931147,203,1282,0.158346334,,
1009126,203,1354,0.149926145,,
1037347,203,1212,0.167491749,,
1147489,203,1481,0.137069548,,
1303713,203,1277,0.158966327,,
1344480,203,1191,0.170445004,,
1485510,203,1679,0.120905301,,
1501936,203,1198,0.169449082,,
20160,204,1434,0.142259414,,
42532,204,1653,0.123411978,,
60081,204,1264,0.161392405,,
212681,204,978,0.208588957,,
222481,204,1413,0.144373673,,
258728,204,1537,0.13272609,,
344363,204,1264,0.161392405,,
383274,204,1331,0.153268219,,
384757,204,1503,0.135728543,,
386975,204,1193,0.170997485,,
411048,204,1350,0.151111111,,
417601,204,1653,0.123411978,,
423869,204,1397,0.146027201,,
460219,204,1364,0.149560117,,
505841,204,1499,0.136090727,,
554804,204,1170,0.174358974,,
592224,204,1290,0.158139535,,
603991,204,1497,0.136272545,,
634899,204,1266,0.161137441,,
714588,204,1325,0.153962264,,
817567,204,1306,0.156202144,,
841735,204,1223,0.166802944,,
958319,204,1377,0.148148148,,
994605,204,1330,0.153383459,,
1174270,204,1355,0.150553506,,
1323397,204,1210,0.168595041,,
1386851,204,1433,0.142358688,,
1405860,204,1457,0.140013727,,
1416976,204,1450,0.140689655,,
168570,205,1172,0.174914676,,
228893,205,1807,0.113447703,,
234231,205,1705,0.120234604,,
271505,205,1302,0.157450077,,
286360,205,1375,0.149090909,,
288918,205,1265,0.162055336,,
386490,205,1190,0.172268908,,
413443,205,1340,0.152985075,,
427322,205,1262,0.162440571,,
584134,205,1231,0.166531275,,
601976,205,1437,0.142658316,,
658436,205,1352,0.151627219,,
660748,205,1186,0.172849916,,
675285,205,1414,0.144978784,,
694831,205,1357,0.151068534,,
702480,205,1417,0.144671842,,
709260,205,1479,0.138607167,,
722460,205,1192,0.171979866,,
814094,205,1373,0.149308084,,
1009135,205,1352,0.151627219,,
1054452,205,1420,0.144366197,,
1147580,205,1423,0.144061841,,
1147805,205,1347,0.152190052,,
1256650,205,1386,0.147907648,,
1274484,205,1289,0.159038014,,
1278481,205,1338,0.153213752,,
1429008,205,1568,0.130739796,,
1465349,205,1370,0.149635036,,
21893,206,1583,0.13013266,,
21929,206,1530,0.134640523,,
242744,206,1439,0.143154969,,
244279,206,1431,0.143955276,,
281210,206,1338,0.153961136,,
352697,206,1643,0.125380402,,
357070,206,1692,0.121749409,,
376422,206,1440,0.143055556,,
403679,206,1669,0.123427202,,
407907,206,1103,0.186763373,,
434178,206,1499,0.13742495,,
435991,206,1360,0.151470588,,
457907,206,1387,0.14852199,,
660773,206,1218,0.169129721,,
685839,206,1202,0.171381032,,
709261,206,1459,0.141192598,,
722840,206,1400,0.147142857,,
768366,206,1356,0.151917404,,
771632,206,1632,0.12622549,,
795883,206,1092,0.188644689,,
993060,206,1438,0.14325452,,
1174213,206,1361,0.151359295,,
1261452,206,1679,0.122692079,,
1301405,206,1428,0.144257703,,
1325849,206,1182,0.17428088,,
1450720,206,1407,0.146410803,,
1471999,206,1330,0.154887218,,
1497679,206,1147,0.179598954,,
60076,207,1267,0.163378058,,
114147,207,1290,0.160465116,,
157424,207,1468,0.141008174,,
271629,207,1233,0.167883212,,
274930,207,1348,0.153560831,,
346186,207,1342,0.154247392,,
362834,207,1217,0.170090386,,
372433,207,1436,0.144150418,,
377973,207,1301,0.159108378,,
378801,207,1563,0.13243762,,
384792,207,1453,0.142463868,,
386911,207,1321,0.15669947,,
427330,207,1286,0.16096423,,
483836,207,1183,0.174978867,,
545314,207,1450,0.142758621,,
563468,207,1417,0.146083275,,
583943,207,1457,0.142072752,,
680244,207,1383,0.14967462,,
683520,207,1244,0.166398714,,
744438,207,1170,0.176923077,,
759248,207,1008,0.205357143,,
842465,207,1292,0.160216718,,
1056028,207,1378,0.150217707,,
1149478,207,1280,0.16171875,,
1189499,207,1322,0.156580938,,
1401828,207,1249,0.165732586,,
1447014,207,1247,0.165998396,,
1447054,207,1198,0.17278798,,
1488904,207,1452,0.142561983,,
1520921,207,1240,0.166935484,,
38200,208,1553,0.133934321,,
66478,208,1342,0.154992548,,
140685,208,1334,0.155922039,,
190862,208,1573,0.132231405,,
308238,208,1988,0.104627767,,
368972,208,1242,0.16747182,,
404996,208,1385,0.150180505,,
