POS,freq,psl5,psl2,psl5/psl2,inconclusive
598474,1267,602,637,28,0
598656,1506,713,745,48,0
598729,1533,764,735,34,0
598737,1370,693,642,35,0
599238,1302,670,592,40,0
599314,1985,776,1145,64,0
599511,1775,816,884,75,0
600764,1790,848,883,59,0
601251,1771,858,847,66,0
601302,1901,904,920,77,0
601371,2115,1201,827,87,0
601422,2105,1277,759,69,0
601524,1898,1023,806,69,0
601683,1438,721,662,55,0
601830,1570,776,748,46,0
601851,1680,830,801,49,0
601857,1687,808,826,53,0
601952,1670,822,801,47,0
601955,1663,819,796,48,0
601976,1554,762,743,49,0
602153,1416,672,710,34,0
602339,1476,669,762,45,0
602350,1479,678,768,33,0
602645,1244,624,599,21,0
602876,1352,620,702,30,0
602949,1404,673,699,32,0
603005,1487,742,707,38,0
603685,1373,626,703,44,0
603899,1558,784,727,47,0
603991,1648,812,787,49,0
604016,1690,822,832,36,0
604439,1460,721,710,29,0
604670,1543,787,711,45,0
604787,1318,649,642,27,0
605558,1176,572,580,24,0
605615,1117,531,555,31,0
605918,1287,669,589,29,0
605973,1228,566,633,29,0
605994,1237,592,621,24,0
606952,1117,545,555,17,0
607097,953,465,463,25,0
607227,1617,759,814,44,0
607313,1469,620,803,46,0
607474,1601,729,810,62,0
607715,1400,673,685,42,0
608333,1354,695,619,40,0
608354,1447,709,695,43,0
608390,1397,679,680,38,0
608586,1291,645,602,44,0
608921,1429,720,674,35,0
609152,1353,683,639,31,0
609905,1604,784,762,58,0
611056,1393,657,700,36,0
611095,1402,642,718,42,0
611157,1433,671,737,25,0
611625,1548,717,780,51,0
612573,1567,750,753,64,0
614738,1198,566,592,40,0
615114,1316,591,676,49,0
615448,1282,608,635,39,0
615816,1412,646,734,32,0
616169,1335,620,676,39,0
616559,1760,797,905,58,0
616624,1628,764,823,41,0
617842,1578,754,769,55,0
618461,1490,703,746,41,0
618474,1528,731,754,43,0
619185,1430,688,700,42,0
619621,1626,818,767,41,0
620090,1379,645,696,38,0
620108,1306,616,656,34,0
620588,1410,693,675,42,0
623032,1183,598,555,30,0
623653,1279,616,636,27,0
623966,1382,678,656,48,0
624163,1621,797,774,50,0
624733,1596,766,783,47,0
624969,1570,756,769,45,0
625173,1309,580,679,50,0
625250,1363,631,695,37,0
628602,1486,725,707,54,0
629487,1314,631,651,32,0
629532,1337,646,658,33,0
629595,1306,612,670,24,0
629725,1307,654,622,31,0
630673,1206,312,845,49,0
630674,1329,271,979,79,0
630898,1481,681,768,32,0
632653,1404,648,709,47,0
633882,1191,532,624,35,0
633960,1198,566,591,41,0
633999,1236,571,632,33,0
634044,1287,599,654,34,0
634116,1375,616,718,41,0
634140,1369,624,708,37,0
634158,1356,610,701,45,0
634632,1562,706,805,51,0
634755,1555,744,757,54,0
634866,1510,683,771,56,0
634899,1545,733,757,55,0
634968,1940,894,974,72,0
635008,1987,909,1013,65,0
635124,1624,781,788,55,0
635301,1544,779,723,42,0
636089,1401,653,704,44,0
636237,1218,761,446,11,0
636391,1084,504,551,29,0
636465,1322,644,642,36,0
636564,1425,692,683,50,0
636673,1686,799,825,62,0
636737,1766,801,907,58,0
637011,1368,660,672,36,0
637211,1326,636,664,26,0
637663,1318,653,634,31,0
638458,1455,725,697,33,0
638842,1295,638,616,41,0
639043,1639,780,803,56,0
639223,1421,711,670,40,0
639649,1416,674,688,54,0
639896,1640,766,837,37,0
640048,1531,692,803,36,0
640049,1513,651,823,39,0
640051,1477,650,787,40,0
640565,1302,656,611,35,0
640973,1310,611,648,51,0
641150,1310,652,627,31,0
641285,1561,769,753,39,0
641507,1343,684,631,28,0
641786,1265,645,587,33,0
642149,1449,741,673,35,0
642192,1496,746,703,47,0
642326,1545,789,717,39,0
642569,1383,665,677,41,0
642572,1384,652,691,41,0
642692,1512,748,713,51,0
642698,1502,739,714,49,0
642752,1519,746,736,37,0
642755,1479,714,726,39,0
643064,1385,653,692,40,0
643077,1411,701,673,37,0
643082,1423,682,699,42,0
643127,1337,627,664,46,0
643129,1354,647,666,41,0
643177,1198,549,615,34,0
643210,1323,616,665,42,0
643256,1456,701,713,42,0
643436,1528,762,735,31,0
643602,2024,967,995,62,0
643715,1578,737,787,54,0
643760,1677,750,867,60,0
643772,1799,835,904,60,0
643795,1898,892,950,56,0
643844,1902,888,957,57,0
643929,1653,867,745,41,0
643973,1889,905,939,45,0
644054,1880,943,882,55,0
644081,1821,900,859,62,0
644376,1662,815,767,80,0
644532,1402,678,670,54,0
644622,1420,711,669,40,0
646716,280,134,144,2,0
651451,0,0,0,0,0
651463,0,0,0,0,0
651464,0,0,0,0,0
651465,0,0,0,0,0
651481,5,5,0,0,0
651528,976,315,643,18,0
651534,998,323,654,21,0
651540,1048,357,672,19,0
651556,1118,393,703,22,0
651580,1304,610,654,40,0
651590,1325,632,658,35,0
651672,1306,672,611,23,0
651714,1170,626,517,27,0
651778,1042,554,467,21,0
651813,971,484,463,24,0
651881,990,498,476,16,0
651974,953,466,469,18,0
652069,932,433,488,11,0
652071,984,437,530,17,0
652106,1070,487,570,13,0
652118,1099,501,581,17,0
652154,1203,532,649,22,0
652176,1212,545,637,30,0
652186,1218,575,622,21,0
652203,1296,594,679,23,0
652205,1280,589,669,22,0
652308,1365,683,647,35,0
652514,1969,957,951,61,0
652594,1653,863,741,49,0
652808,1480,683,758,39,0
653143,1429,706,680,43,0
653150,1395,687,669,39,0
653208,1543,773,732,38,0
653323,1161,661,483,17,0
654086,1429,655,733,41,0
654179,1398,689,675,34,0
654780,1294,660,604,30,0
654798,1346,648,670,28,0
654890,1443,654,748,41,0
654943,1479,692,751,36,0
655011,1534,731,753,50,0
655453,1401,670,688,43,0
655491,1422,647,739,36,0
655493,1435,662,728,45,0
656349,1076,510,547,19,0
656658,1241,603,608,30,0
656959,1242,607,597,38,0
657111,1275,606,625,44,0
657792,1379,678,653,48,0
658436,1602,754,805,43,0
658469,1533,710,778,45,0
658478,1558,739,776,43,0
658643,1493,672,780,41,0
658682,1546,687,823,36,0
658775,1516,663,809,44,0
659198,1469,688,741,40,0
659402,1430,693,698,39,0
659467,1413,693,691,29,0
659689,1291,649,606,36,0
659864,1172,581,566,25,0
659912,1168,559,587,22,0
659970,1225,587,613,25,0
660025,1332,652,647,33,0
660107,1348,655,669,24,0
660131,1324,633,651,40,0
660197,1406,643,726,37,0
660237,1488,675,769,44,0
660248,1454,665,759,30,0
660411,1369,664,680,25,0
660498,1316,626,657,33,0
660681,1518,743,726,49,0
660748,1516,740,718,58,0
660773,1540,730,752,58,0
660788,1508,720,734,54,0
660950,1431,682,703,46,0
660979,1352,679,634,39,0
661137,1809,854,910,45,0
661159,1816,867,907,42,0
661166,1867,892,920,55,0
661181,1841,879,902,60,0
661358,1517,716,769,32,0
662769,1203,613,556,34,0
663117,1235,632,575,28,0
663138,1308,651,626,31,0
663384,1294,623,639,32,0
663861,1499,719,738,42,0
663915,1559,769,752,38,0
663960,1512,758,712,42,0
664347,1301,662,605,34,0
664395,1340,657,652,31,0
664444,1331,656,648,27,0
664456,1369,687,651,31,0
664477,1408,675,692,41,0
664509,1356,644,677,35,0
665204,1468,696,742,30,0
665718,1510,717,749,44,0
665841,1454,746,666,42,0
666159,1411,711,652,48,0
666471,1527,712,769,46,0
666663,1880,918,924,38,0
666947,1436,684,719,33,0
666968,1468,725,705,38,0
666977,1402,677,687,38,0
666994,1455,723,702,30,0
667014,1489,709,739,41,0
667027,1519,722,752,45,0
667337,1431,682,704,45,0
667439,1435,705,675,55,0
667473,1495,715,724,56,0
667576,1488,704,736,48,0
667644,1543,772,730,41,0
667780,1365,685,642,38,0
667858,1488,697,754,37,0
668476,894,407,477,10,0
668554,1087,621,453,13,0
668626,1041,597,430,14,0
668861,1038,489,530,19,0
669064,1283,637,611,35,0
670000,1273,610,636,27,0
670255,1429,675,712,42,0
670297,1359,660,663,36,0
670324,1380,675,669,36,0
670418,1308,616,656,36,0
670636,1536,729,771,36,0
670771,1499,703,741,55,0
671025,1748,793,902,53,0
671041,1723,805,863,55,0
671079,1682,800,835,47,0
671086,1672,787,836,49,0
671207,1430,645,757,28,0
671226,1424,652,739,33,0
671379,1330,658,640,32,0
671460,1258,594,630,34,0
671508,1325,633,655,37,0
671820,984,472,493,19,0
671958,1136,564,537,35,0
672136,1215,551,638,26,0
672138,1211,550,633,28,0
672351,1417,674,700,43,0
672752,1323,611,673,39,0
673017,1584,746,793,45,0
673083,1625,787,789,49,0
673237,2188,1081,1040,67,0
673495,1382,683,666,33,0
673855,1384,673,677,34,0
673875,1302,620,656,26,0
673957,1203,584,584,35,0
673965,1230,576,618,36,0
674060,1430,659,737,34,0
674236,1579,795,745,39,0
674321,1307,722,550,35,0
674440,2149,1117,969,63,0
674446,2145,1104,973,68,0
674458,2115,1108,950,57,0
674810,1379,697,642,40,0
675285,1621,781,791,49,0
675634,1481,687,740,54,0
675790,1467,700,718,49,0
675810,1439,717,687,35,0
675833,1445,698,715,32,0
675841,1468,699,736,33,0
676190,1361,675,653,33,0
677241,1298,623,649,26,0
677543,1357,677,635,45,0
677658,1396,697,659,40,0
677713,1498,702,746,50,0
677729,1544,724,774,46,0
677843,16,15,1,0,0
678076,716,408,289,19,0
678110,998,598,376,24,0
678128,1243,640,571,32,0
678156,1393,679,676,38,0
678307,1238,581,629,28,0
678436,1307,576,686,45,0
678773,1365,663,661,41,0
678958,2173,1034,1066,73,0
679260,1213,532,650,31,0
679282,1222,518,669,35,0
679438,1097,514,559,24,0
679489,1244,591,613,40,0
679624,1625,715,852,58,0
679781,1429,672,718,39,0
679834,1456,729,690,37,0
679949,1447,748,667,32,0
679996,1429,706,677,46,0
680091,1365,660,664,41,0
680123,1325,717,575,33,0
680244,1628,774,803,51,0
680288,1652,792,810,50,0
680316,1713,789,880,44,0
680423,1774,839,871,64,0
680490,1663,796,824,43,0
680614,1585,759,779,47,0
680639,1547,786,716,45,0
680727,1681,794,821,66,0
680751,1683,776,844,63,0
680772,1674,770,845,59,0
680813,1632,762,814,56,0
681076,1311,596,675,40,0
681125,1388,620,726,42,0
681246,1525,697,791,37,0
681304,1590,744,783,63,0
681417,1440,712,684,44,0
681664,1640,737,844,59,0
681734,1585,797,738,50,0
681886,1510,648,818,44,0
681918,1660,793,826,41,0
681935,1640,779,819,42,0
681939,1599,764,800,35,0
681959,1532,724,770,38,0
681960,1519,719,761,39,0
682085,1531,716,778,37,0
682093,1529,727,754,48,0
682121,1564,747,774,43,0
682165,1450,668,729,53,0
682178,1443,666,730,47,0
682303,1296,596,668,32,0
682420,1186,525,630,31,0
682509,1353,602,717,34,0
682954,1234,622,580,32,0
683474,1549,783,726,40,0
683520,1637,828,762,47,0
683610,1445,719,686,40,0
683639,1399,699,667,33,0
683768,1439,699,691,49,0
683805,1387,656,692,39,0
683812,1416,665,716,35,0
683834,1372,637,693,42,0
683860,1393,653,701,39,0
683890,1363,660,672,31,0
683918,1329,641,648,40,0
684013,1372,639,692,41,0
684171,1197,561,612,24,0
684395,1258,604,623,31,0
685013,1531,719,763,49,0
685091,1285,642,603,40,0
685142,1299,642,626,31,0
685189,1308,660,617,31,0
685290,1349,647,671,31,0
685509,1281,603,640,38,0
685531,1347,636,678,33,0
685659,1415,677,712,26,0
685708,1433,709,689,35,0
685822,1541,745,730,66,0
685839,1536,741,738,57,0
686038,1527,745,732,50,0
686419,1389,713,637,39,0
686709,1442,706,702,34,0
686865,1436,706,692,38,0
686871,1456,713,705,38,0
687255,1271,632,611,28,0
687279,1231,587,606,38,0
687424,1450,668,728,54,0
687427,1432,666,718,48,0
687498,1397,683,667,47,0
687533,1404,691,668,45,0
687534,1398,677,681,40,0
687589,1504,724,725,55,0
687632,1487,711,735,41,0
687643,1457,701,714,42,0
687745,1515,719,737,59,0
687746,1501,720,727,54,0
687830,1627,792,785,50,0
687930,1667,824,788,55,0
688177,1484,735,707,42,0
688353,1575,748,783,44,0
688415,1482,689,751,42,0
688432,1391,670,687,34,0
688437,1387,667,686,34,0
688474,1374,663,675,36,0
688518,1402,672,687,43,0
688530,1417,681,702,34,0
688602,1265,635,591,39,0
688608,1200,582,588,30,0
688643,1251,605,618,28,0
688689,1201,597,572,32,0
688821,1338,638,676,24,0
688841,1302,585,686,31,0
689214,1211,561,608,42,0
689315,1209,572,611,26,0
689403,1193,555,592,46,0
689526,1304,647,634,23,0
689532,1275,628,617,30,0
689547,1234,601,610,23,0
689740,1378,656,692,30,0
689810,1373,681,655,37,0
690128,1370,689,639,42,0
690152,1359,693,623,43,0
690212,1347,677,633,37,0
690267,1518,720,747,51,0
690503,1574,746,790,38,0
690529,1649,766,838,45,0
690684,1540,755,748,37,0
690751,1500,677,768,55,0
690855,1401,640,714,47,0
690909,1499,724,741,34,0
690968,1482,708,733,41,0
691402,870,134,730,6,0
691713,1655,834,777,44,0
691936,1320,648,632,40,0
691984,1291,635,616,40,0
692140,1183,558,600,25,0
692149,1192,567,599,26,0
692170,1188,581,579,28,0
692212,1207,562,619,26,0
692320,1279,568,683,28,0
692518,1327,536,743,48,0
692575,1246,518,684,44,0
692593,1194,518,649,27,0
692602,1231,537,667,27,0
692655,1168,536,599,33,0
692797,1372,660,681,31,0
692839,1373,684,662,27,0
693070,1572,751,783,38,0
693184,1548,757,743,48,0
693255,1651,787,823,41,0
693352,1445,686,718,41,0
693728,1820,845,902,73,0
693760,1798,818,914,66,0
693982,1543,776,711,56,0
694033,1538,763,726,49,0
694079,1495,685,761,49,0
694241,1503,719,741,43,0
694249,1457,675,746,36,0
694457,1526,741,735,50,0
694473,1550,767,731,52,0
694503,1436,716,666,54,0
694556,1437,682,713,42,0
694587,1491,708,746,37,0
694789,1516,714,748,54,0
694831,1452,674,723,55,0
695272,1794,868,860,66,0
695369,1770,842,872,56,0
695576,1450,685,721,44,0
695611,1385,683,652,50,0
695620,1443,716,678,49,0
695635,1480,743,693,44,0
695803,1520,788,671,61,0
695821,1524,804,671,49,0
696046,1374,693,651,30,0
696052,1352,691,625,36,0
696106,1520,762,724,34,0
696130,1514,751,734,29,0
696145,1515,746,727,42,0
696283,1429,652,738,39,0
696486,1422,716,671,35,0
696499,1474,735,704,35,0
696531,1628,835,748,45,0
696556,1683,863,768,52,0
696637,1771,907,807,57,0
696745,1532,818,687,27,0
696886,1494,757,695,42,0
696979,1440,706,689,45,0
697096,1315,695,585,35,0
697118,1243,666,550,27,0
697144,1277,661,589,27,0
697201,1330,672,624,34,0
697575,1107,579,501,27,0
697612,1129,601,501,27,0
697648,1327,691,604,32,0
697693,1386,728,620,38,0
697699,1420,727,656,37,0
697705,1435,731,662,42,0
697759,1348,621,693,34,0
697891,1265,659,578,28,0
697912,1295,662,613,20,0
698225,1343,637,678,28,0
698243,1451,676,733,42,0
698270,1499,710,749,40,0
698272,1490,710,733,47,0
698347,1575,738,790,47,0
698417,1479,711,715,53,0
698508,1267,577,664,26,0
698668,1341,642,657,42,0
699022,1410,714,660,36,0
699153,1376,603,734,39,0
699202,1480,706,734,40,0
699280,1471,709,728,34,0
699810,1726,821,856,49,0
699938,1616,770,798,48,0
700210,1518,748,730,40,0
700250,1476,704,721,51,0
700440,1583,744,798,41,0
700598,1504,705,749,50,0
700614,1481,687,754,40,0
700662,1863,991,811,61,0
700773,1429,734,638,57,0
700855,1506,764,696,46,0
701064,1537,755,744,38,0
701178,1546,760,742,44,0
701238,1593,792,755,46,0
701262,1568,756,770,42,0
701279,1538,742,763,33,0
701448,1329,657,648,24,0
701457,1266,607,629,30,0
701637,1436,645,749,42,0
701674,1439,633,775,31,0
701697,1417,624,751,42,0
701710,1442,649,753,40,0
701736,1403,608,764,31,0
701739,1397,613,749,35,0
701922,1238,580,624,34,0
702480,1532,717,772,43,0
702519,1568,741,787,40,0
702555,1564,728,789,47,0
702967,1548,763,752,33,0
703275,1473,704,724,45,0
703309,1494,741,714,39,0
703359,1540,724,775,41,0
703386,1524,730,751,43,0
703521,1284,620,638,26,0
703850,1792,841,894,57,0
703905,1410,648,721,41,0
706032,1229,583,620,26,0
706601,1244,644,563,37,0
706922,985,492,474,19,0
707014,1164,545,593,26,0
707342,1631,811,764,56,0
707396,1529,790,707,32,0
707622,1599,747,809,43,0
707900,1330,646,653,31,0
707905,1371,659,674,38,0
708341,1327,636,655,36,0
708639,1449,723,685,41,0
709011,1298,603,655,40,0
709040,1299,620,651,28,0
709210,1655,786,814,55,0
709257,1624,692,887,45,0
709260,1605,696,869,40,0
709261,1584,700,840,44,0
709611,1494,710,735,49,0
709623,1430,731,650,49,0
709686,1450,735,670,45,0
709887,1359,631,682,46,0
709938,1266,631,587,48,0
710100,1344,659,650,35,0
710109,1371,673,655,43,0
710130,1342,660,650,32,0
710277,1407,717,653,37,0
710371,1320,653,629,38,0
710466,1225,558,629,38,0
710478,1220,561,625,34,0
710492,1240,568,639,33,0
710715,1541,752,750,39,0
710829,1288,678,578,32,0
710853,1229,637,558,34,0
710996,1198,593,578,27,0
711174,1696,812,829,55,0
711312,1394,651,709,34,0
711314,1401,650,716,35,0
711528,1371,639,686,46,0
711759,1366,650,672,44,0
711909,1504,718,753,33,0
711924,1497,705,757,35,0
711956,1452,701,715,36,0
712092,1174,601,559,14,0
712122,1257,633,605,19,0
712473,1375,630,696,49,0
712698,1240,587,615,38,0
712818,1407,693,685,29,0
712857,1491,717,735,39,0
712859,1501,708,754,39,0
713009,1539,708,787,44,0
713011,1550,710,796,44,0
713059,1,1,0,0,0
713074,1503,709,750,44,0
713084,1431,684,691,56,0
713108,1428,680,700,48,0
713109,1410,670,693,47,0
713130,1359,651,669,39,0
713166,1357,659,657,41,0
713335,1294,622,634,38,0
713336,1306,616,656,34,0
713505,1275,644,593,38,0
713520,1227,625,575,27,0
713623,1091,548,513,30,0
713757,1332,687,616,29,0
713871,1430,634,767,29,0
714483,1446,744,664,38,0
714588,1567,782,745,40,0
714612,1553,764,729,60,0
714714,1470,757,675,38,0
714798,1365,674,656,35,0
714933,1242,605,607,30,0
715026,1278,585,652,41,0
715349,1443,634,776,33,0
715352,1504,693,769,42,0
715627,1375,617,725,33,0
715629,1365,624,710,31,0
715686,1390,675,675,40,0
715691,1337,659,645,33,0
715715,1326,654,643,29,0
715933,1441,747,657,37,0
716020,1334,698,610,26,0
716118,1143,636,478,29,0
716156,1206,635,533,38,0
716179,1208,643,518,47,0
716206,1189,616,545,28,0
716374,1398,689,664,45,0
716407,1391,706,645,40,0
716464,1570,774,759,37,0
716510,1624,829,745,50,0
716521,1639,826,759,54,0
716641,1607,802,759,46,0
716654,1595,789,768,38,0
716660,1578,785,750,43,0
717377,1454,704,707,43,0
717840,1226,568,620,38,0
719380,1404,680,677,47,0
719391,1400,667,690,43,0
719554,1399,700,654,45,0
719695,1273,628,616,29,0
719745,1204,611,568,25,0
719860,1408,660,710,38,0
719959,1453,690,730,33,0
720061,1332,666,628,38,0
720439,1499,683,772,44,0
720440,1518,683,794,41,0
720645,1391,668,686,37,0
720763,1388,662,691,35,0
720993,1386,672,677,37,0
721110,1135,527,577,31,0
721119,1178,563,584,31,0
721203,986,217,744,25,0
721283,1417,664,707,46,0
721734,227,179,30,18,0
721941,1462,688,721,53,0
722011,1470,718,710,42,0
722058,1423,716,667,40,0
722085,1313,656,615,42,0
722265,1383,566,772,45,0
722306,1414,585,778,51,0
722348,1488,751,692,45,0
722407,1538,789,700,49,0
722460,1634,834,757,43,0
722585,1920,986,889,45,0
722672,1328,660,627,41,0
722772,1471,674,753,44,0
722776,1430,687,706,37,0
722840,1531,734,765,32,0
722940,1538,749,745,44,0
723133,1868,879,924,65,0
723157,1852,851,938,63,0
723163,1885,870,947,68,0
723345,1428,668,719,41,0
723847,1466,707,710,49,0
724081,1332,642,648,42,0
724549,1354,671,651,32,0
724570,1388,655,698,35,0
724610,1365,646,683,36,0
725095,1490,705,751,34,0
725245,1438,687,697,54,0
725461,1512,732,743,37,0
726292,1275,641,609,25,0
726762,1380,676,671,33,0
727008,1491,699,748,44,0
727318,1362,642,678,42,0
727626,1349,692,617,40,0
727685,1436,692,687,57,0
728391,1420,692,682,46,0
728918,1124,541,556,27,0
728966,1123,547,543,33,0
729030,1266,608,622,36,0
729266,1501,730,727,44,0
729398,1367,630,694,43,0
729422,1349,617,696,36,0
729752,1235,611,586,38,0
730077,1570,767,761,42,0
730085,1553,754,761,38,0
730340,1410,693,666,51,0
730611,1544,721,784,39,0
730704,1493,682,771,40,0
730734,1478,656,791,31,0
731928,1470,718,707,45,0
732272,1204,567,596,41,0
732628,1380,648,682,50,0
733535,1514,681,795,38,0
735360,1377,657,673,47,0
735615,1413,682,700,31,0
736660,1195,537,628,30,0
738008,1460,725,698,37,0
738672,1439,710,691,38,0
739056,1218,601,587,30,0
739953,1328,645,648,35,0
741174,1353,649,665,39,0
742907,1277,603,635,39,0
743850,1565,795,729,41,0
743998,1445,696,718,31,0
744438,1606,765,788,53,0
744966,1223,586,597,40,0
745008,1302,620,650,32,0
745766,1354,669,657,28,0
745998,1270,634,597,39,0
746556,1573,751,778,44,0
747029,1491,541,904,46,0
747466,1260,620,590,50,0
747532,1092,519,525,48,0
747674,1304,636,630,38,0
748542,1414,571,805,38,0
749258,1343,690,616,37,0
749837,1403,680,691,32,0
750047,1273,603,643,27,0
750110,1224,570,619,35,0
750729,1545,772,723,50,0
751112,1395,682,679,34,0
752085,1264,622,609,33,0
753206,1361,717,604,40,0
753357,1419,621,763,35,0
753858,1385,608,743,34,0
754044,1239,687,523,29,0
754071,1213,670,510,33,0
754425,956,434,499,23,0
754564,1444,796,609,39,0
755101,1815,861,906,48,0
755458,1768,865,852,51,0
755547,1814,879,871,64,0
757409,1288,557,695,36,0
757412,1286,542,712,32,0
757424,1312,556,712,44,0
757452,1200,517,651,32,0
757454,1183,508,642,33,0
757698,1685,779,827,79,0
758372,384,139,239,6,0
759248,1434,559,804,71,0
759266,1404,514,836,54,0
759660,1031,314,694,23,0
759692,956,332,599,25,0
759714,1011,385,603,23,0
759718,1072,397,653,22,0
759941,1229,594,593,42,0
760152,1259,579,659,21,0
760350,1427,710,690,27,0
761335,1374,688,650,36,0
761375,1368,682,651,35,0
761921,1422,687,678,57,0
762896,1528,779,707,42,0
763007,1428,624,750,54,0
763036,1538,698,784,56,0
763076,1552,678,823,51,0
763207,1389,661,676,52,0
764003,1449,700,699,50,0
764690,1546,696,802,48,0
764691,1535,689,810,36,0
764817,1455,676,723,56,0
764844,1509,708,757,44,0
765216,1472,721,712,39,0
765331,1518,726,748,44,0
765398,1529,750,746,33,0
765892,1351,665,641,45,0
766047,1376,675,660,41,0
766577,1211,583,599,29,0
766688,1428,694,696,38,0
767007,1588,724,808,56,0
767117,1411,707,665,39,0
767443,1147,593,525,29,0
768037,1505,733,739,33,0
768366,1564,750,765,49,0
768390,1580,760,778,42,0
770283,1524,715,765,44,0
770297,1512,711,766,35,0
770309,1547,734,777,36,0
770336,1498,694,757,47,0
770352,1424,674,705,45,0
770731,1473,751,692,30,0
770854,1333,644,651,38,0
771211,1216,603,583,30,0
771632,1550,776,745,29,0
772698,1385,692,668,25,0
773522,1695,954,686,55,0
773532,1730,969,698,63,0
773574,1662,933,669,60,0
773652,1443,720,686,37,0
773670,1434,726,670,38,0
773703,1389,685,659,45,0
773757,1393,700,652,41,0
773845,1313,606,672,35,0
773893,1270,628,605,37,0
774079,1462,712,712,38,0
774288,1293,623,646,24,0
774536,1288,646,622,20,0
774730,1259,604,629,26,0
774731,1254,608,617,29,0
774849,1113,562,529,22,0
775287,1436,749,643,44,0
775518,1703,795,859,49,0
775554,1744,826,863,55,0
775671,1469,706,740,23,0
775744,1531,753,745,33,0
775941,1485,679,764,42,0
775992,1399,668,704,27,0
775997,1453,687,734,32,0
776086,1413,676,703,34,0
776259,1421,713,668,40,0
776284,1412,715,641,56,0
776627,1370,685,649,36,0
776679,1444,674,727,43,0
776715,1496,711,743,42,0
776907,1279,630,620,29,0
777029,1195,591,570,34,0
777389,1415,673,712,30,0
777524,1482,739,702,41,0
777638,1539,759,732,48,0
778122,1190,614,540,36,0
778301,1317,654,624,39,0
778415,1323,666,619,38,0
778463,1381,686,657,38,0
778694,1574,758,771,45,0
778709,1572,736,790,46,0
778721,1522,713,768,41,0
778722,1510,716,750,44,0
778775,1300,528,731,41,0
778784,1273,415,814,44,0
778790,1295,366,884,45,0
778814,352,314,31,7,0
778856,1210,591,595,24,0
778864,1358,663,664,31,0
778868,1322,676,612,34,0
778992,1471,688,736,47,0
779161,1503,712,738,53,0
779427,1666,809,797,60,0
779456,1610,781,772,57,0
779966,1240,653,545,42,0
780011,1256,629,593,34,0
780027,1256,611,608,37,0
780412,1584,764,751,69,0
780618,1531,752,717,62,0
780939,1418,637,733,48,0
780966,1477,699,745,33,0
780987,1523,708,778,37,0
781103,1595,770,782,43,0
781421,1575,752,789,34,0
781568,1729,828,831,70,0
781596,1755,845,846,64,0
781624,1725,831,831,63,0
781717,2030,952,1000,78,0
781779,1921,867,973,81,0
781973,1673,803,819,51,0
782125,1420,668,711,41,0
782410,1352,662,634,56,0
782863,1284,602,652,30,0
783163,1386,664,689,33,0
783285,1460,699,713,48,0
784060,1407,683,671,53,0
784297,1572,794,740,38,0
784537,1558,713,786,59,0
784885,1390,638,712,40,0
785156,1320,645,642,33,0
785443,1388,685,674,29,0
785665,1350,638,685,27,0
785712,1347,646,669,32,0
785881,1347,660,650,37,0
785924,1289,602,658,29,0
786028,1329,634,659,36,0
786128,1255,624,608,23,0
786514,1331,646,638,47,0
786657,1334,642,669,23,0
786948,1786,856,874,56,0
787254,1380,679,665,36,0
787523,1321,641,643,37,0
787605,1240,577,639,24,0
787632,1255,672,543,40,0
787649,1347,742,562,43,0
788247,1095,471,601,23,0
788528,1246,570,650,26,0
788592,1407,662,715,30,0
788889,1189,570,594,25,0
789368,1419,672,716,31,0
789392,1487,685,761,41,0
790177,1594,820,727,47,0
790216,1656,840,760,56,0
790276,1600,827,739,34,0
790323,1520,793,684,43,0
790489,1329,651,641,37,0
790957,1354,653,656,45,0
791482,1164,557,576,31,0
791869,1330,660,630,40,0
792170,1536,743,754,39,0
792334,1545,769,729,47,0
792541,1447,626,792,29,0
792642,1628,735,829,64,0
793089,1442,691,704,47,0
793254,1331,656,640,35,0
793403,1225,603,582,40,0
793554,1312,658,628,26,0
793726,1308,653,616,39,0
793822,2055,1055,929,71,0
793980,1562,744,767,51,0
794003,1524,713,771,40,0
794057,1421,689,697,35,0
794820,1307,635,634,38,0
795138,1939,968,917,54,0
795537,1427,676,705,46,0
795883,1561,767,738,56,0
795893,1484,704,737,43,0
795988,1327,671,614,42,0
796092,1236,586,610,40,0
796104,1299,644,619,36,0
796175,1353,655,656,42,0
802129,1431,695,683,53,0
802553,1476,656,794,26,0
802610,1564,700,819,45,0
802620,1592,715,833,44,0
802627,1572,744,795,33,0
802822,1268,521,723,24,0
802824,1278,531,720,27,0
802842,1266,479,757,30,0
802851,1014,198,802,14,0
802858,6,5,1,0,0
802878,1131,379,729,23,0
803244,32,0,0,4,28
803259,872,790,0,9,73
803265,903,809,0,9,85
803280,916,831,0,5,80
803288,12,0,0,0,12
803293,36,32,3,1,0
803479,1126,457,641,28,0
803499,1225,462,731,32,0
803500,1228,478,715,35,0
803512,1206,425,751,30,0
803521,1238,460,745,33,0
803551,1159,338,788,33,0
803559,1093,247,818,28,0
803626,28,2,0,0,26
803638,148,120,19,9,0
803651,868,123,743,2,0
803726,8,8,0,0,0
803727,13,13,0,0,0
803738,49,44,2,3,0
803751,174,143,15,16,0
803788,514,151,362,1,0
803792,476,165,311,0,0
803795,1269,135,1124,10,0
803804,1265,126,1124,15,0
803809,1276,126,1142,8,0
803900,1505,236,1249,20,0
803973,1180,323,827,30,0
803974,1172,314,827,31,0
803989,1223,360,834,29,0
